feature,coef_without.x,qval_without.x,coef_likely.x,qval_likely.x,coef_PC.x,qval_PC.x,coef_putative.x,qval_putative.x,coef_without.y,qval_without.y,coef_likely.y,qval_likely.y,coef_PC.y,qval_PC.y,coef_putative.y,qval_putative.y,coef_without.x,qval_without.x,coef_likely.x,qval_likely.x,coef_PC.x,qval_PC.x,coef_putative.x,qval_putative.x,coef_without.y,qval_without.y,coef_likely.y,qval_likely.y,coef_PC.y,qval_PC.y,coef_putative.y,qval_putative.y,avg.coef,avg.qval,log.avg.qval,class
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.g__Thiolapillus,0.5754872178826367,0.0017713582072349673,0.5132051476857976,0.003210716371383286,0.46466082261374114,0.009329204836688278,0.5024762865981347,0.005593993861818821,0.5353554967483113,0.003884887166611746,0.5234277119575648,0.0019295807802364898,0.4423929886145026,0.01335885119152733,0.47657580267781813,0.008099686308371766,0.7624075649645276,2.1894569744113112e-4,0.6249465870069987,0.001864714929044362,0.6501442271328829,0.00105893934643843,0.6540078184693794,0.0014225595735362234,0.6814591894429793,3.998674912477087e-4,0.610785474012,7.409210932685565e-4,0.5964166356222096,0.0013351320695190003,0.6374326174472227,5.285652498392455e-4,0.5781988493047941,0.0034217452608879587,5.677604547870436,Not
k__Bacteria.p__Acidobacteria.c__Acidobacteriia.o__Acidobacteriales.f__Acidobacteriaceae.g__Acidobacterium,0.5752190414158884,0.0038470750749202047,0.508461613816992,0.006042760111875956,0.48157114112017146,0.012193700190927801,0.5044312383106301,0.008944854752906288,0.5305430435983967,0.005655971248513556,0.5222252178431127,0.0024821956377744595,0.45107720351860575,0.015185763588430327,0.4789659779653357,0.009080936556428495,0.7557873267783879,2.573342063762584e-4,0.6223873850402144,0.001692514205142205,0.6641033214020843,9.05876105439476e-4,0.6544082395242552,0.0012193448136258048,0.6925862165362249,4.485049341366723e-4,0.6199826068431874,8.445999951406166e-4,0.5923227630296681,0.0017060387610335983,0.6525741266400573,5.285652498392455e-4,0.5816654039614507,0.0044397522145319356,5.4171567116331545,Not
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halotalea,0.5728677443454345,1.4614616944492662e-4,0.5291246659666674,2.867601415717297e-4,0.51562524836249,6.587364887650298e-4,0.5123065073441215,2.9314388177031653e-4,0.5095437330343832,5.089495309000623e-4,0.5240753107045024,1.0200959486704602e-4,0.46080868881671166,0.0016306958918511976,0.48287705735039377,9.235160409557251e-4,0.7267156022030968,7.143595139239907e-6,0.61824882840855655,1.0752815593740789e-4,0.6605025156652189,2.2325180573470338e-5,0.6382034410722836,6.412572656055617e-5,0.6702687732518217,5.0947009743485016e-5,0.6141393975744555,6.0044171148573744e-5,0.6227205113753327,6.010939486337987e-5,0.65076394518526115,2.317021246368713e-5,0.5817994981662957,3.090844491597396e-4,8.081896020154108,Not
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Saccharospirillaceae.g__Gynuella,0.5623422794575277,6.132224875250974e-5,0.5271330246794179,4.0834861989125697e-5,0.4920202480131882,2.651133963809111e-4,0.4907373316997251,4.7525684759618656e-4,0.5237558842230705,1.5211788913870795e-4,0.5555389800311176,1.0193841695319095e-4,0.46638290158265305,3.796022026701681e-4,0.4660973521109066,6.203187940349463e-4,0.7546037416146477,2.733089431091229e-6,0.646274552790187,3.844090936221666e-5,0.6783828852927435,8.444449995053223e-6,0.6481604617441815,7.460947533984172e-5,0.6700675981778004,1.807223488909858e-5,0.6241865778104223,1.3902412339277431e-5,0.603636204654004,4.9720468280381335e-5,0.6261502509843961,2.8898359135856535e-5,0.5834668921791243,1.457078785180352e-4,8.833906772662681,Not
k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Cyclobacteriaceae.g__Lunatimonas,0.5790743422682787,0.002018457923538377,0.5150007505618205,0.0032633402893545442,0.4805231433681783,0.00818676551298846,0.509564553039976,0.005255779754862434,0.5329327303711955,0.004743441931340812,0.5246789386915837,0.0020239278054313727,0.4520310633013965,0.013795268878385615,0.4817560219777914,0.007834619215725213,0.7579043159102404,2.4730156554047297e-4,0.6241324745706865,0.0016400337155205345,0.6661312862379433,8.653219456835333e-4,0.6567243225408433,0.001172616038607005,0.6936188456810646,5.334705664645575e-4,0.6206156066803454,9.766589056303592e-4,0.5931612477020802,0.0019525201640274087,0.6539788029763117,6.127909318819375e-4,0.5838642778674835,0.0034451446965614147,5.6707893734939505,Not
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Legionellales.f__Legionellaceae.g__Fluoribacter,0.5610706793560587,0.0024339426508248043,0.5257957926885668,9.82269859856791e-4,0.45852745488014884,0.007892438623603809,0.4730820034711038,0.005775317064259141,0.5482438604694062,6.07403575493369e-4,0.5412745791677158,1.7388934851259486e-4,0.4621841580299099,0.0026297329832440214,0.47344320690171804,0.0030954098417520074,0.7793191806466028,4.090511203884318e-6,0.646307623459611,1.0025079247864294e-4,0.6731942083660931,3.6805354979917474e-5,0.6508869931497369,1.9519629151889945e-4,0.6957333763973803,2.9903099114442553e-5,0.6194164832684269,6.927620353556844e-5,0.6088772255367607,0.0028307074290014763,0.6279801261998038,1.0136639928971316e-4,0.5840835594993152,0.0016848750017918177,6.386063900842368,Not
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae.g__Thalassobaculum,0.5793472255519814,0.009282607175690186,0.5378050781823865,0.011626532690705451,0.48759643887401455,0.026539859167093813,0.47838009160600914,0.01018175330181135,0.5579488775724765,0.008822255087889622,0.6084779609401333,0.002197443221095091,0.45888491787063324,0.027914351277342358,0.4647020627556112,0.035686608024070185,0.7626241036912026,4.138100039057555e-4,0.672903393528854,0.0017307264646093878,0.6430053931467692,0.002413764316083431,0.5820383638025179,0.009506366562810375,0.6746873431118436,0.0015624794250910603,0.6558805655481871,0.001387709221843567,0.5821975260202679,0.005247437345131941,0.5990347931503055,0.005762124618165921,0.5840946334595746,0.010017239243958719,4.6034477458443,Not
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Sporomusaceae.g__Pelosinus,0.5633015059980132,0.00448745831699068,0.5266762523206932,0.0024868320476152204,0.4751548781550977,0.008946624668589824,0.4739793448903077,0.0118882031965751,0.5375927241639283,0.0031472973595206735,0.5397555937262393,8.075273698990062e-4,0.47896259906239286,0.004977214470623264,0.47271392955895764,0.0064681197430845145,0.758615780814133,1.8208212079031492e-4,0.6493284722568955,0.0014190423761073021,0.678608026219379,3.655378308802594e-4,0.6330223277899316,0.003321164240214976,0.6727175580414552,3.780745276846843e-4,0.6363277179723272,4.387741909288663e-4,0.625597964802625,7.160164974001775e-4,0.641407527196608,6.070383733181356e-4,0.5852351376855616,0.0031648129581389375,5.755661322086813,Not
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiotrichales.f__Piscirickettsiaceae.g__Hydrogenovibrio,0.49454382850844614,0.007527943758055271,0.47610560744673325,0.005077979368753768,0.7493150602975579,4.0790301245499826e-5,0.44380050395624754,0.015853187137114033,0.4288857437331964,0.013961649511366058,0.5150375187147798,0.0032713136078733277,0.6953812106311075,5.730995761674843e-5,0.38480709186537987,0.02652968731968729,0.6429547752419734,9.2989780341265e-4,0.5699370420895378,0.012726154153178874,0.8907926535482865,3.184892902616712e-6,0.5471022309876982,0.005312740424450214,0.5875799613358066,0.001909517799238043,0.5741141168206625,0.005352578610873146,0.8475297113538842,5.607368705700956e-6,0.5480398926858725,0.0030254282371626156,0.5872454343260731,0.006349060640727241,5.0594484076144814,Not
k__Bacteria.p__Cyanobacteria.o__Chroococcales.g__Thermosynechococcus,0.5854403584490101,8.138359975135116e-4,0.5404813797523453,0.001427022063119506,0.5317732605166936,0.002235347496636213,0.521539067058168,0.001473411091084116,0.5183511766909995,7.451415187988093e-4,0.5326580467620914,1.7388934851259486e-4,0.4715652155257317,0.0020594156679000536,0.47256683741082894,9.566302295377656e-4,0.7252613652113087,5.083398742355498e-5,0.6396907726302741,4.931312995142304e-4,0.6744004586766275,1.5113138814000843e-4,0.6271311899034686,2.559981574720084e-4,0.6758683253804038,7.967018970920734e-5,0.6280661907114442,1.4313365057156378e-4,0.6371069645828857,1.3706246226646433e-4,0.6257758837083385,2.7374214373789056e-4,0.5879797808106637,7.168372932460936e-4,7.240661670248877,Not
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__Marinimicrobium,0.5659067037715201,6.713079269199978e-5,0.5306113752436311,4.410141744926393e-5,0.49695675003336076,2.645175988947355e-4,0.49525045976860227,4.784446821577872e-4,0.5273553156301191,1.5464468213596087e-4,0.5677637450909557,4.7981584898195185e-5,0.4714001309364062,3.5752209242533153e-4,0.4707099993937035,5.990495954199145e-4,0.7583349397220226,3.429788681851776e-6,0.6495675276934966,4.523460614081626e-5,0.6825966380929235,9.367464509282222e-6,0.6518278657612503,8.251372665583251e-5,0.6736347631126385,1.8082581653280893e-5,0.6276913019823658,1.3902412339277431e-5,0.6085757570952441,4.725085046614811e-5,0.6306817851999578,2.7913074121198872e-5,0.5880540661580124,1.413179344150548e-4,8.864498351946873,Not
k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Salinispira,0.5856947193874061,8.236394578369562e-4,0.5407435350560963,0.0014450469937106638,0.5320374428857115,0.002260056683605719,0.521813008682269,0.0014936660969462783,0.5186410434247878,7.572380640752506e-4,0.5335055696608622,1.74624878780982e-4,0.47183425219151043,0.002082592316522505,0.47351980219798234,9.566302295377656e-4,0.725517548235352,5.178260763381201e-5,0.6389873875584354,5.050310330051862e-4,0.6745854717467228,1.5453177924298688e-4,0.6274049848012228,2.5978528567051785e-4,0.6761277149314938,8.079163423293807e-5,0.6283305188108671,1.457441128108135e-4,0.6373736245932159,1.3845651963077693e-4,0.624082552329336,3.046106049299106e-4,0.5881374485308295,7.271392686358164e-4,7.226392532565642,Not
k__Bacteria.p__Cyanobacteria.o__Chroococcales.g__Cyanobacterium,0.5612831576519828,1.2318663465175016e-4,0.5281606643769543,7.454789156495911e-5,0.4966235348473892,3.635686742976329e-4,0.49072637245166445,7.468684101921506e-4,0.5226914079594224,2.6572702917790196e-4,0.5954957668953906,1.4443050820509144e-5,0.47112950709492596,5.007858082372665e-4,0.4663137835553457,9.358125098242572e-4,0.7538682387823649,7.781709201236914e-6,0.6663403810583282,7.259081670397814e-4,0.6810449922532581,1.6358616301350206e-5,0.6460227487144106,1.4874946826929606e-4,0.6689024826713819,3.1552518773515125e-5,0.6565648549077805,1.175107727178833e-4,0.6082418931917432,6.207546969570455e-5,0.6261324879977788,4.735238250080418e-5,0.5899713921506325,2.6138931957912494e-4,8.24949961614322,Not
k__Bacteria.p__Spirochaetes.c__Spirochaetia.f__Leptospiraceae.g__Leptonema,0.5742296763063252,0.0033870175218937352,0.5330162910666283,0.0037487502795239508,0.5077131390528804,0.006979765814281382,0.5088336771791359,0.008135301276768899,0.5401540544984528,0.005446375723922655,0.5297163059713748,0.002718018382878865,0.4700691135035219,0.011148269094052289,0.48891487421063007,0.009219722086623817,0.7686837565881147,2.8713286936183003e-4,0.6344746667180202,0.0019354495946492822,0.6716441670521276,8.025702471107922e-4,0.662449059161089,0.0015581881063837766,0.6858894573370078,7.897660933897296e-4,0.6153548784777706,0.001253302057925808,0.6067587556376067,0.0017471893611218864,0.6510682494835672,8.378319942450672e-4,0.5905606326402658,0.0037496656565083604,5.586088601239089,Not
k__Viruses.f__Poxviridae.g__Alphaentomopoxvirus,0.5875382671984023,1.6931734638592175e-4,0.5441158231838883,3.1152550393368417e-4,0.5305070543733544,7.225145102321436e-4,0.5263463875118024,3.2124683026767234e-4,0.5223057588484193,5.273813372794975e-4,0.5345430131861478,1.1643936886764205e-4,0.47473527830820766,0.0015882063491961208,0.4753275577580083,6.918954188529035e-4,0.7280428180650794,7.781709201236914e-6,0.6351371281721836,1.377833870244615e-4,0.6790445555912098,3.1779933525836645e-5,0.6344887244171189,1.5929913789118472e-4,0.6783194181139541,3.0442775844936206e-5,0.6285753549007858,9.288859260309596e-5,0.6422449541965752,5.752419176870637e-5,0.6356146461743841,8.219098767074902e-5,0.5910554212499701,3.1551358628411204e-4,8.061308814203008,Not
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terracoccus,0.5796643198489304,0.012177613308169022,0.5217975770301194,0.02118440754170356,0.520611471535688,0.022293835991888816,0.5047910364296246,0.021679180344252414,0.5220748707581635,0.03530951165021938,0.5873332517469086,0.011659217319218682,0.47436988351164827,0.023867167809779773,0.4605738502331784,0.029116728392869554,0.7487765473974235,0.007044510727456721,0.649715054073723,0.027114590114680374,0.6777827857062562,0.003516257958470744,0.627881447228244,0.008479453500494226,0.6785342300197877,0.009917112205625593,0.654674325703358,0.011386809236815915,0.6189171287790232,0.004447530518336308,0.6383516661578958,0.0036546568244262717,0.5916155903849983,0.01580303646527546,4.147553176067137,Not
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Franconibacter,0.5706109930348314,0.0034834835178471574,0.5253909962643952,0.0040883991657591065,0.5046161732708961,0.006650443261252066,0.5077097722253922,0.007823431661353268,0.5411507616833631,0.0026304053280274227,0.546825919638142,0.015502005345720772,0.4794612633138251,0.004539800380193827,0.4815454580691379,0.00366095613399894,0.754346911354472,4.654338906723919e-5,0.6597660774836555,3.847974623976183e-4,0.6960761025794324,1.126256819426643e-4,0.6393199823347255,3.906510638906395e-4,0.6843344710008412,1.3743035889569175e-4,0.6294928172763946,2.3032276036902695e-4,0.618023136249414,3.448516670658895e-4,0.6293515542527799,1.673183995131703e-4,0.5917513993769812,0.003137091598580906,5.764459150779774,Not
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinotignum,0.5791452217447999,1.2251596056907964e-4,0.5502949374567725,1.2447490569501287e-4,0.5211228471775695,4.886742186563677e-4,0.5048521300125555,5.15021281509317e-4,0.5233195658184623,3.9992994686398374e-4,0.5422990496111433,5.857191997437332e-5,0.4837066343769819,8.452007964661013e-4,0.4793854422813553,0.0014795983458839703,0.7534039421352862,1.2464617107631561e-5,0.652327924248262,9.170327511291843e-5,0.68775275694605,2.276234178799424e-5,0.6443783954394815,2.000983448622292e-4,0.6682610936883129,6.74821371449722e-5,0.6328063405476537,4.076798343650194e-5,0.6195035604393215,9.083924755777573e-5,0.6399766354862255,6.678821152681771e-5,0.5926585298381396,2.891808458846904e-4,8.148458301253799,Not
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Sedimentitalea,0.5898501713434146,7.89957350335738e-4,0.5454248227589844,0.0013484280565183358,0.5355731494679897,0.0021799585180889446,0.5269543023594868,0.001371251746056353,0.5228341835792762,6.980765107136331e-4,0.534943713265134,1.697054410545394e-4,0.4756228271882347,0.001963052658784447,0.4756388557913691,9.235408488198261e-4,0.7298078334030874,5.0879701529954284e-5,0.6461911319923338,3.212623393299607e-4,0.6795342917945426,1.5020569642443707e-4,0.632564635024652,2.478635485157678e-4,0.6800673385751005,7.51173110263521e-5,0.6329200120309437,1.3180577637182878e-4,0.6424999185852092,1.274549397877088e-4,0.6335475875863789,2.1852235562244208e-4,0.5927484234216336,6.729426749362668e-4,7.3038504103482245,Not
k__Viruses.f__Hepeviridae.g__Piscihepevirus,0.5662941047402916,0.002580971140022809,0.5244863180708041,0.002871040333311728,0.503618398482372,0.004882343308380163,0.502568290939481,0.006340499825792937,0.5333901112577605,0.0015604226079232245,0.5790547352630808,7.213950241277754e-4,0.4770351057315016,0.0026951647022445367,0.48402333832774413,0.001974982090673399,0.7566652246162506,3.797130884440661e-5,0.658551955781423,3.4695543414883285e-4,0.6952958131892846,9.748497834448029e-5,0.6417981792697302,3.2957908305991857e-4,0.6865975813065913,1.0202319213857032e-4,0.6284911876934177,1.8226768140406225e-4,0.6173878198966388,2.7658491132009596e-4,0.6318297511593655,1.2546291231386414e-4,0.5929429947328586,0.0015703217833781752,6.456474723057136,Not
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Shimwellia,0.5715135119923591,0.003565377649703931,0.5262802931220706,0.004168971686443715,0.5058590057824953,0.006679131717733367,0.5085319204635207,0.007893925268802678,0.5417164690523432,0.0026732656086516137,0.5530061351896707,0.008863600075473472,0.48063578676964513,0.004569772532502688,0.4834334349228877,0.00366095613399894,0.756113087276834,4.870129810279755e-5,0.6604478735613571,4.0419496159779e-4,0.697252972230776,1.1738830716458956e-4,0.6412079634931114,4.002367553797029e-4,0.6864145412693669,1.388170471020755e-4,0.6302895160515501,2.3660580030464108e-4,0.6191783350154213,3.473601608321917e-4,0.6312395308052651,1.673183995131703e-4,0.5933200235624172,0.0027459764627067104,5.8976185431564465,Not
k__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__Flexilinea,0.5685903647205274,1.1891063750950597e-4,0.5339962735485427,7.473392893762554e-5,0.5036267917559045,3.5039431100324325e-4,0.49944284701212727,6.748694370719818e-4,0.5301617423545979,2.3781867937075656e-4,0.5952760032076375,1.777327168431734e-5,0.47834951138458387,4.433108315344602e-4,0.47523079507938676,7.867801010471296e-4,0.7612057209129505,7.059597804121123e-6,0.6627597473055219,0.0014190423761073021,0.6876310871008601,1.6137721019860958e-5,0.6541099473294552,1.3645900118042977e-4,0.6763734868387147,2.851451968089566e-5,0.6545081223519414,1.962666902335658e-4,0.6153704668622897,5.704035104902012e-5,0.6350660526055645,3.896277326743685e-5,0.5957311850231629,2.877546392813533e-4,8.153402387881117,Not
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Methylococcales.f__Methylococcaceae.g__Methylococcus,0.588035376442755,0.0014290174515223378,0.5535613537661177,0.0017701249883066703,0.531637240106746,0.003377372114602007,0.5171399101096766,0.0033938518351901404,0.5308384046070592,0.0012006673594622875,0.5449914006825498,3.026050095096932e-4,0.4915520232174562,0.002082592316522505,0.46823231888369504,0.002705217192169168,0.7502365443823747,4.946426653247621e-5,0.6565617351354088,2.2059230902447813e-4,0.6931273903756591,6.350183355989332e-5,0.6420919723761369,4.962669770093625e-4,0.6693230830520414,8.562366702029066e-5,0.6373667413441743,8.859167417834156e-5,0.626991589775386,1.589913445830504e-4,0.6337206227211667,1.7927488493014462e-4,0.5959629816861503,0.001100234701507678,6.812231756929908,Not
k__Bacteria.p__Thermodesulfobacteria.c__Thermodesulfobacteria.o__Thermodesulfobacteriales.f__Thermodesulfobacteriaceae.g__Thermodesulfatator,0.5165225845134835,0.010817023309290468,0.713464456114537,7.171926309987656e-6,0.4382469880231305,0.019372942942314765,0.4340386106177492,0.019784245870516158,0.4943409870163729,0.010770149699961826,0.7035564702255052,5.978514402503889e-6,0.45076881396966845,0.017229718152056178,0.44676033603583354,0.022511419128780567,0.6879666468694158,3.939733345326346e-4,0.7853892027159065,1.9512158564883903e-6,0.6606645034206063,0.0016779598040261067,0.6100880567865832,7.423288626951978e-4,0.6112488848750439,0.0015637069135183905,0.7701348244775055,2.3680075623115486e-6,0.6202217109375717,0.0036198888937874034,0.5941286604881048,6.44693903882532e-4,0.5960963585679386,0.006821595029968345,4.987661959109418,Not
k__Bacteria.p__Bacteroidetes.o__Bacteroidetes_Order_II._Incertae_sedis.f__Rhodothermaceae.g__Salinibacter,0.5933946957447217,8.294847364859346e-4,0.5492633055301894,0.0014124780802445367,0.5388781587892213,0.0022813647063523327,0.5310947249035558,0.0014118773917632724,0.5263781149464025,7.451415187988093e-4,0.5387920324444945,1.7867186560701243e-4,0.4790036983182791,0.0020594156679000536,0.4797807051705777,9.495100682510371e-4,0.7333957251372801,5.844188059330252e-5,0.6500580116337149,3.487181414323477e-4,0.6834497032840325,1.6320136957169356e-4,0.636713587442853,2.632163757423434e-4,0.6835058973249557,8.079163423293807e-5,0.6367231051605724,1.3946554338606823e-4,0.6465949553371023,1.3529345397465345e-4,0.6307577627363077,3.339723003750812e-4,0.5961115114940163,7.119402959194635e-4,7.247516504113943,Not
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae.g__Pyramidobacter,0.5938179777685939,7.776371879065754e-4,0.5498305993902921,0.0013027357118852276,0.5390496435722242,0.002154456339186287,0.5317701460804029,0.0013058720634293913,0.5268401636151347,6.717060442220913e-4,0.5393727582434101,1.591602711222289e-4,0.4792808029604948,0.00190456143099483,0.48046060094835935,8.516301703316136e-4,0.733858022785054,5.163364505970649e-5,0.6506401585804729,3.186091027623274e-4,0.6840702472994261,1.5020569642443707e-4,0.6373948556208776,2.4150982527860326e-4,0.6838546913404564,7.312963207504775e-5,0.6372547580260308,0.00012357050055408571,0.6472916812899595,1.213730668899259e-4,0.6424524758666175,1.673183995131703e-4,0.5973274739617379,6.484443179772218e-4,7.340934420689536,Not
k__Viruses.f__Arenaviridae.g__Arenavirus,0.5669046374984952,0.004754692546487767,0.5249636506251925,0.005494578420554104,0.5070921665971287,0.008073416642435716,0.5022059708597494,0.01035785404665011,0.5344688127884831,0.003925984573103744,0.5991411098591347,0.001327636298033849,0.4812576675304903,0.005897406832548079,0.48437274077896775,0.007514196830878016,0.7646630490137596,7.93315889031712e-5,0.6568377915835505,7.401243368900844e-4,0.697256354118701,2.0160636277815572e-4,0.6503476051280489,5.452450748215942e-4,0.6857147791942347,3.3497319133378103e-4,0.6684607452324988,0.0010647358136533253,0.6197506259882248,5.069698406794091e-4,0.6403791523551434,2.1779626853362833e-4,0.5989885536969877,0.0031897842917677833,5.74780198460722,Not
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Aurantimonadaceae.g__Fulvimarina,0.5860845990427618,3.0715561759609225e-4,0.5549145841643887,3.578690341027511e-4,0.5288791971239062,9.888986165198668e-4,0.5134865042974862,0.001026732657367833,0.5316017732868996,0.0011257319525100706,0.5455198608219485,1.71078806066892e-4,0.4909625296452078,0.0014821575012621579,0.4813242924842014,0.002504922350232452,0.7615293343262864,3.802004265741757e-5,0.656620496249755,2.442830965758942e-4,0.6932867670163511,7.034493946505172e-5,0.6542852805978524,3.7763049732201587e-4,0.6824347218279481,5.858141941271255e-5,0.6378576853374643,4.863143994523147e-5,0.62628483036314,1.0069974802221095e-4,0.648519362455093,6.0726032289732134e-5,0.5995994886900432,5.602164844592739e-4,7.48718726954608,Not
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Legionellales.f__Legionellaceae.g__Tatlockia,0.5849576728288312,4.650196991086853e-6,0.5731854015457761,1.763577294107091e-6,0.5050134788412303,3.128953480934392e-5,0.4998210523808148,2.4639234658122292e-5,0.5693611714211821,3.37890431010028e-6,0.5694582304805382,6.5418802856401e-9,0.5102013835507178,2.4836998725166948e-6,0.4964040208422813,4.117284335444535e-6,0.754481366608648,5.3008966260091794e-8,0.6482162092185013,1.010849904313644e-6,0.7189674804005671,4.1186125406042705e-7,0.6539995028642079,3.4584885282354492e-6,0.6815004692900979,1.6192628275929172e-7,0.6380199445354089,6.592282089310013e-8,0.6389573218227697,1.218280376404662e-6,0.6484219295533042,7.149632532188812e-7,0.6056854147615548,4.964017221072053e-6,12.213295221435335,Not
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Propionispira,0.530212035383299,0.004267280782500211,0.491489021461183,0.004455966009857844,0.49661632253411037,0.004659251291381836,0.7405753043596246,2.302763095068479e-5,0.46313229465369155,0.006194471199267603,0.5210370617027997,0.002149279339935105,0.4256502137323513,0.012072036801850278,0.7183599744900842,2.0826121097610434e-6,0.6655243064939815,2.4230645012862152e-4,0.5949065597307908,0.003764914855418731,0.6250420801276626,5.633680033224084e-4,0.8622830224913118,3.3707342450834557e-5,0.590621752909655,0.0015641755968185316,0.567259010987516,0.006398821575907211,0.5534283455471352,0.0028447294194851205,0.8570308303366587,9.588837127727596e-7,0.6064480085588659,0.003077273612193597,5.78371126485566,Not
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Crocinitomicaceae.g__Crocinitomix,0.5965026416983045,1.232600747324471e-4,0.5650770708531009,1.3254311365013715e-4,0.5398353667723613,4.443698727604143e-4,0.524996448363503,4.3765097730179254e-4,0.5407943292657585,3.528837173621397e-4,0.555711932852775,5.8333027997769805e-5,0.5020353875332512,6.912429926105409e-4,0.48019671367522515,0.0020121475463526135,0.761136903097692,2.1296505440984193e-5,0.6667979680339822,1.0752815593740789e-4,0.7036739528773911,2.577849109357151e-5,0.6543796978021748,2.5978528567051785e-4,0.6800362262269085,3.794582111180929e-5,0.6476334487721902,3.85476784496764e-5,0.6383334431317912,7.422630348464975e-5,0.646783188899595,7.553467046034799e-5,0.6064952949910003,3.0581713965105125e-4,8.092523217475385,Not
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Ponticaulis,0.4903326200637165,0.012177613308169022,0.7742018857432182,1.763577294107091e-6,0.42693847309013266,0.02034259383103085,0.42642270207621386,0.02108153038183048,0.4851692449952091,0.015926916826583842,0.7791825052259621,4.665936194679671e-8,0.4256233596932147,0.01763562310133856,0.42224112904218764,0.019460302278470936,0.7293427619822718,0.0012093991539950555,0.8804625074517948,1.010849904313644e-6,0.6409919657859586,7.081255830552952e-4,0.598826246770746,0.002159598462062046,0.6295461907248489,0.0017674417663392694,0.8572528094387232,6.592282089310013e-8,0.5588159764515105,0.002101435651100368,0.5823758627944204,0.0012324197385469849,0.606732890083133,0.007237867943243998,4.928428598930487,Not
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Glycomycetales.f__Glycomycetaceae.g__Haloglycomyces,0.5454867547019924,0.007982870528183798,0.48987360429060395,0.010851226554249423,0.72241738164266045,3.222068229933046e-5,0.47524469806982383,0.016244596565761785,0.46734474185942165,0.01699401986335331,0.5036889093121172,0.00964262343018467,0.7088580549820915,2.62255141027344e-4,0.4261842355034918,0.034648578572848504,0.6818876979821721,0.001701700082613508,0.5668094024021254,0.005948528625717262,0.9307749752315598,3.8862579668270656e-6,0.5851678319650923,0.00811214492673221,0.6235889541463185,0.003579370949135818,0.5637597694443783,0.004873721942447823,0.8399280597230344,1.838360628474895e-5,0.5887909758424511,0.005162497878579807,0.6074878779437084,0.007878664100461636,4.843596919882521,Not
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Chromobacteriaceae.g__Chitiniphilus,0.521529916952319,0.004120958977795353,0.4960727959928249,0.002992273867410287,0.7708840855348651,2.507577334930775e-5,0.4806797115803133,0.008285144388181148,0.45928435211083457,0.007288362055190998,0.4891866127635263,0.0010673667675923188,0.7098376481987017,3.651035931565282e-5,0.42191785723534847,0.01277337366416217,0.6727281328090479,4.161529542049209e-4,0.5794216354001752,0.0012916021204169245,0.8978495791224237,5.288830312193494e-6,0.5849022066465247,0.002364525250757198,0.6167663491226378,9.089877577757576e-4,0.5724546940310548,7.154486585295339e-4,0.8690709944420834,6.704639940326314e-6,0.5838802742949166,0.0012768980268254234,0.6079041778898499,0.00272341713073497,5.905867889092007,Not
