feature,coef_without.x,qval_without.x,coef_likely.x,qval_likely.x,coef_PC.x,qval_PC.x,coef_putative.x,qval_putative.x,coef_without.y,qval_without.y,coef_likely.y,qval_likely.y,coef_PC.y,qval_PC.y,coef_putative.y,qval_putative.y,coef_without.x,qval_without.x,coef_likely.x,qval_likely.x,coef_PC.x,qval_PC.x,coef_putative.x,qval_putative.x,coef_without.y,qval_without.y,coef_likely.y,qval_likely.y,coef_PC.y,qval_PC.y,coef_putative.y,qval_putative.y,avg.coef,avg.qval,log.avg.qval,class
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Salegentibacter,0.4593254589676576,0.01185431781969552,0.44839459265940357,0.01403972020379576,0.4205469242191441,0.018847884749594306,0.3948613294153259,0.027415380761643224,0.4382537959962789,0.010828519054834606,0.48642708820198943,7.84242294515094e-4,0.38171197111820737,0.01940379465382259,0.3631293802993989,0.02832127588708097,0.6700841205493752,2.539918865689512e-4,0.5780136078239858,0.0011511951382677298,0.600544473174427,0.0011871394276783671,0.5343779772811964,0.005801627379300336,0.5674853733149668,0.0014936555780641144,0.5579685393813423,2.3482731848491865e-4,0.5011574135401857,0.0024311256142081268,0.5065184783373093,0.0022019117224884805,0.49430003276751217,0.009140663093127693,4.6950223476653505,Not
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Thalassobacter,0.46573868252400363,0.011541256161762325,0.4559418924818532,0.013974089499014169,0.4309732422428478,0.017765202850117064,0.40332414325912574,0.0255372777791061,0.44462312184940617,0.010371170567708617,0.49023611331343,7.96090955895518e-4,0.38753843831088336,0.018573587591611002,0.36992439838002217,0.026738449869557295,0.6749273401205452,2.6069418965203464e-4,0.5817937191264898,0.001191340637231213,0.6068964197701421,0.001178796627491809,0.5408082620450355,0.005695544840894254,0.5738183847873364,0.0015007478379844032,0.5617403127232738,2.3919933105420843e-4,0.5074902374671925,0.002311840467251841,0.5131495184648852,0.002091831500801209,0.5005577641791545,0.008735445044195817,4.740366387158131,Not
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Pragia,0.4823638159388478,3.3633899664819197e-4,0.4627134883714228,0.001334028101454813,0.44140564133909216,9.554297714122053e-4,0.4108151804701011,0.002915891099021494,0.4324644751897913,0.004216050233548269,0.5249194881008846,6.022730129769948e-5,0.39096275039573103,0.0038746696403894774,0.3700559051727319,0.007397448108366434,0.6725993122922744,4.2979959348425615e-6,0.5969063584767516,5.899758198642781e-5,0.5892355766271116,2.2115791839099235e-5,0.5199536783041547,3.705579561603819e-4,0.563897683556937,2.1750467537590606e-4,0.5698517944517129,5.150656907333039e-5,0.5096029936432898,2.5560648044479394e-4,0.5046896913553218,2.366530683854949e-4,0.5026523646053848,0.0013942077107086787,6.575428974365887,Not
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Hahellaceae.g__Zooshikella,0.46227997528181614,0.016713108767386634,0.45385847980474087,0.02627765325899321,0.4120538488548623,0.02450787459319455,0.3826995343941242,0.04404480043681172,0.4473452041013096,0.027541497104675183,0.5333950218783655,0.004637372727683399,0.3877472631926267,0.028954428049061273,0.36499837581942934,0.04489031248443441,0.6822491544113637,0.0017020714410063327,0.615607163839436,0.00235338428495651,0.5993535630991886,7.588219983613764e-4,0.5623425409230527,0.0037259442547911818,0.5845792153318012,0.007467769574868302,0.5966436540171095,0.0021305252820631435,0.5353285680272424,0.002482206953719029,0.5308586369896634,0.0030854268945744744,0.5094587624978832,0.015079574881661296,4.194414107670964,Not
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Salinimicrobium,0.47900698860785745,0.011401704579012744,0.49023608470706365,0.022547346350001735,0.44754774914161877,0.01631309937233005,0.4087716433098284,0.027279860112037067,0.4626959069306278,0.011409548239230417,0.4881807404772521,0.0010673667675923188,0.39461074443240735,0.019144630909619934,0.37830462510860696,0.026738449869557295,0.6717371641247655,3.59543925863278e-4,0.5796479371999098,0.001473748834244117,0.6157609745908534,0.0013063244831619236,0.5517823292010186,0.006067341063516295,0.5868998812735942,5.163658189814069e-4,0.5598654983493531,3.1910334915855054e-4,0.5154570658636854,0.002462308643818719,0.5221053459562823,0.0022202010991462266,0.5095381674546703,0.009414183963579506,4.6655377947049,Not
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,0.5089981188140548,0.002290786302889022,0.4766085589566764,0.0020830327846930725,0.4654094335238406,0.006147723519576952,0.44286281905490865,0.009144742444425855,0.44526955225909304,0.006258945448092212,0.501456565288815,0.00223689328443902,0.40541407738392443,0.013148819726181024,0.38742912950882585,0.017626449857194783,0.6478640206143258,1.334795463116896e-4,0.5815746781165964,0.0023452596098877767,0.6053671407322201,3.655378308802594e-4,0.5373252579059952,0.0022795245063262086,0.564770977835203,4.809810797051784e-4,0.56808174596279,8.846812844505472e-4,0.5237647555748277,0.0012540447649585045,0.5225200678494155,0.0011481904100895412,0.5115448062113446,0.0042393182750063525,5.4633528068620505,Not
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Jejuia,0.498146408371407,2.3886270912221188e-4,0.46187824438048936,0.003693818074667121,0.464340923100924,5.927842421081359e-4,0.4322294384196567,0.001753070726978904,0.44574516190708474,9.729483604186057e-4,0.529014106380149,5.4140924458818836e-5,0.4097367710746477,0.002354445021713727,0.38774320794927236,0.004547917450244755,0.6789004394448369,5.8028871815111115e-6,0.5983977996297773,8.770682195104433e-5,0.6073425946472104,1.4917330394548913e-5,0.539592503402535,2.510193157262256e-4,0.5687300155528205,3.8285525061356715e-4,0.5706045998971276,6.037540308427298e-5,0.5280280819697792,1.4805126133730922e-4,0.5251205804565017,1.2865933327664886e-4,0.5153469297865138,9.55460944579838e-4,6.953316669447071,Not
k__Bacteria.p__Firmicutes.c__Clostridia.o__Halanaerobiales.f__Halobacteroidaceae.g__Halobacteroides,0.5110635214521692,0.002561557720911901,0.47916019373954916,0.0022436305700783117,0.4729781523397768,0.0061247828588951,0.446089513162495,0.009612097040889889,0.4497200972786936,0.006366643476480549,0.51772496948837,0.0015401303945659138,0.4113841532762504,0.013035457037378129,0.39124981685497245,0.017626449857194783,0.6519248523219145,1.601328198239748e-4,0.5973983362533956,0.0015992558985745953,0.6096260014423437,4.1523352178457235e-4,0.541691171829068,0.002451304488716883,0.56917360082716,5.041922035771507e-4,0.5848968238152409,5.414149796480968e-4,0.5287653239693471,0.001271149466926476,0.5282549770558702,0.0011403432467953123,0.5181938440691636,0.0041996109738901026,5.47276338324706,Not
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Phyllobacteriaceae.g__Pseudaminobacter,0.5086471260464446,1.7818672067978749e-4,0.46403747928652095,2.123092275510743e-4,0.47242668985756187,5.449400446255284e-4,0.4459395652398187,0.0012519099609204956,0.45502614753722276,7.451415187988093e-4,0.5216209939282334,7.481212991574753e-5,0.42032658452584315,0.0018203976141963412,0.399927400485978,0.0033153564568787867,0.6767566803814803,1.0365068785562744e-5,0.5921329294430309,1.4615476679277493e-4,0.6178463916162096,1.0724830265975379e-5,0.5514127931209065,1.8941808414580676e-4,0.5765449020270532,3.1160596456820756e-5,0.5657498180735038,9.640430953532739e-5,0.5382566708469779,1.1264057103063557e-4,0.5371186842342864,8.51393768944949e-5,0.521485678540692,5.515663298421231e-4,7.502748454803552,Not
k__Bacteria.p__Deinococcus.Thermus.c__Deinococci.o__Thermales.f__Thermaceae.g__Oceanithermus,0.504696933064666,0.004853494210853261,0.4769952917639034,0.003956945111011224,0.4969520113466679,0.004619249030819332,0.4297196964476321,0.020010521437357532,0.44537080188736883,0.009532193923816615,0.47372196567809266,0.001979448569850345,0.44586558525153847,0.008111132740481542,0.39407033110361306,0.023304934680769634,0.6764658663506918,3.939733345326346e-4,0.5826650215594834,0.0014675397207896286,0.6364097491016558,6.986944353176694e-4,0.5599565743745047,0.003619707611196076,0.5913971585038115,0.0011736248679925629,0.5609178447407296,8.128388860052551e-4,0.5611451150286614,0.001958606807437019,0.5377810828947944,0.0022019117224884805,0.5233831893186134,0.005543426068169926,5.195142545510789,Not
k__Bacteria.p__Firmicutes.c__Clostridia.o__Thermoanaerobacterales.f__Thermoanaerobacteraceae.g__Ammonifex,0.5086865954869444,2.122942440101911e-4,0.46524511511884503,2.444530420373715e-4,0.47860452337557396,5.454284087672458e-4,0.4463012183180696,0.0013946850849824593,0.4562055553338312,8.205993434496951e-4,0.5330099557962302,5.8333027997769805e-5,0.4222076723636835,0.0018983057530320767,0.40121514520659635,0.003584297289569513,0.6832950282391068,9.393047169684582e-6,0.599810956315089,1.2882056663844832e-4,0.6192971965787181,1.4087007553101488e-5,0.5526482622398025,2.2262200520981493e-4,0.5777623332059001,3.5732629847313745e-05,0.5742535270305437,7.300069207592948e-5,0.5400771273050796,1.1971853984803522e-4,0.5384486931304912,9.595303349157917e-5,0.5248168065652816,5.911077322300144e-4,7.433512269133372,Not
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae.g__Synergistes,0.5153017139077771,0.013968575935632091,0.49871051822709384,0.0037193459905822514,0.4151388510272784,0.023186989254422568,0.4028696774519017,0.02816854814465881,0.4684622760919735,0.006672819167118183,0.48937532998267924,0.0021995139970351265,0.4250117539294563,0.01215905935101495,0.39991064235321433,0.015889279107838456,0.6811904856280545,2.539918865689512e-4,0.6012303788379472,0.0011580799228032232,0.6323925163587076,5.132161222771463e-4,0.5653254933911454,0.001975752346859133,0.6077066906115742,7.875376597261719e-4,0.5815064799646432,7.64137449114733e-4,0.5720771920087836,0.00127636810147509,0.545940971270416,0.0013782810688245206,0.5251344356901654,0.0071294684691219625,4.943518595845054,Not
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.g__Nitratifractor,0.47587364995552683,0.004133573313184958,0.4639143155325502,0.005023935378308557,0.4171408481238899,0.006979765814281382,0.4044665721844841,0.009641501997277662,0.4659859583671857,0.002871361939293371,0.5271647667637007,7.048064925205933e-5,0.41527662269284693,0.004028247065139841,0.3965373191350645,0.006279008497062107,0.7105354634007827,8.159390263010387e-5,0.6432257033804792,0.006912920575991505,0.6289171147279888,6.605085108308852e-5,0.5612130149863035,5.553392594046405e-4,0.6089152944793753,2.1119984108502627e-4,0.6165964766709813,0.004034504607150891,0.5471247127291421,2.7658491132009596e-4,0.5458324293893535,2.415159054024113e-4,0.5267950164074785,0.003212974031741731,5.74055828112766,Not
