"","p__Acidobacteria","p__Actinobacteria","p__Aquificae","p__Armatimonadetes","p__Artverviricota","p__Atribacterota","p__Bacteroidetes","p__Balneolaeota","p__Caldiserica","p__Calditrichaeota","p__Candidatus_Absconditabacteria","p__Candidatus_Bipolaricaulota","p__Candidatus_Cloacimonetes","p__Candidatus_Korarchaeota","p__Candidatus_Lokiarchaeota","p__Candidatus_Micrarchaeota","p__Candidatus_Nanohaloarchaeota","p__Candidatus_Omnitrophica","p__Candidatus_Saccharibacteria","p__Candidatus_Thermoplasmatota","p__Chlamydiae","p__Chlorobi","p__Chloroflexi","p__Chrysiogenetes","p__Coprothermobacterota","p__Cossaviricota","p__Crenarchaeota","p__Cyanobacteria","p__Deferribacteres","p__Deinococcus-Thermus","p__Dictyoglomi","p__Elusimicrobia","p__Euryarchaeota","p__Fibrobacteres","p__Firmicutes","p__Fusobacteria","p__Gemmatimonadetes","p__Hofneiviricota","p__Ignavibacteriae","p__Kiritimatiellaeota","p__Kitrinoviricota","p__Lenarviricota","p__Negarnaviricota","p__Nitrospirae","p__Nucleocytoviricota","p__Peploviricota","p__Phixviricota","p__Pisuviricota","p__Planctomycetes","p__Preplasmiviricota","p__Proteobacteria","p__Spirochaetes","p__Synergistetes","p__Tenericutes","p__Thaumarchaeota","p__Thermodesulfobacteria","p__Thermotogae","p__un_k__Bacteria","p__Uroviricota","p__Verrucomicrobia","cancertype"
"TCGA-RW-A686-01A",0,93,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24152,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A70R-01A",0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50281,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A821-01A",0,204,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56884,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-S7-A7WP-01A",0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A70U-01A",0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33063,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-RW-A681-01A",0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11623,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-S7-A7WX-01A",0,412,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82089,0,0,0,12,0,0,0,0,0,"PCPG"
"TCGA-S7-A7WQ-01A",0,598,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,16249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39413,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A70I-01A",0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68055,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A819-01A",0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75896,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A6H1-01A",0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64597,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-W2-A7HE-01A",0,136,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198216,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A6GW-01A",0,227,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29459,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A7IN-01A",0,647,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,9905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30204,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A81E-01A",0,391,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29349,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A81W-01A",0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44701,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-TT-A6YP-01A",0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23236,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-PR-A5PG-01A",0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36747,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-RT-A6YC-01A",0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6379,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A815-01A",0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43600,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A81D-01A",0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48810,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A81J-01A",0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27465,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A817-01A",0,106,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76043,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-P8-A6RX-01A",0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47879,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A81A-01A",0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58024,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QT-A5XN-01A",0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53445,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A6GR-01A",0,559,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38476,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-SP-A6QI-01A",0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,7548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40948,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-RT-A6Y9-01A",0,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56948,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-SP-A6QC-01A",0,1256,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72758,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A6H4-01A",0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-PR-A5PF-01A",0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-W2-A7HH-01A",0,2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-S7-A7WL-01A",0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43075,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A81G-01A",0,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4337,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A706-01A",0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,38,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25235,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A6GS-01A",0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A818-01A",0,343,0,0,0,0,64,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221098,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-RW-A685-01A",0,364,0,0,0,0,84,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,31,0,13752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157972,0,0,0,20,0,0,0,0,0,"PCPG"
"TCGA-QR-A70E-01A",0,208,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,13325,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,88752,0,0,0,13,0,0,0,0,0,"PCPG"
"TCGA-WB-A80P-01A",0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46668,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A707-01A",0,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A81N-01A",0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,43887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A81Q-01A",0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72321,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A70J-01A",0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33312,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A6H3-01A",0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26902,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-W2-A7UY-01A",0,3086,0,0,0,0,214,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,87,0,105,0,0,19,0,16206,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,585162,0,0,0,49,0,0,0,0,0,"PCPG"
"TCGA-QR-A6GU-01A",0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10061,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-RX-A8JQ-01A",0,818,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,41,0,0,0,0,14003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69950,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A81K-01A",0,752,0,0,0,0,190,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,30063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112627,0,0,0,16,0,0,0,0,0,"PCPG"
"TCGA-RW-A7D0-01A",0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43468,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A80L-01A",0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46179,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A70P-01A",0,172,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A7IP-01A",0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17348,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-RW-A67W-01A",0,432,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164232,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-SR-A6MU-01A",0,5639,0,0,0,0,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,8555,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,91546,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-SQ-A6I4-01A",0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61953,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-TT-A6YO-01A",0,1457,0,0,0,0,69,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,39,0,44897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191305,0,0,0,59,0,0,0,0,0,"PCPG"
"TCGA-SR-A6MQ-01A",0,587,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,36224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40848,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-PR-A5PH-01A",0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31365,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A81P-01A",0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67020,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-RW-A67Y-01A",0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43589,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A708-01A",0,918,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,9761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31804,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-RT-A6YA-01A",0,3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72955,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A70Q-01A",0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A6GZ-01A",0,1436,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,15512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46506,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-W2-A7HF-01A",0,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66716,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-S7-A7X0-01A",0,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QT-A5XL-01A",0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-S7-A7WW-01A",0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53435,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-S7-A7X1-01A",0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,13397,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A80Q-01A",0,6352,0,0,0,0,2689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,69,0,120,0,0,0,0,33958,0,63,0,0,0,0,0,0,0,0,0,0,0,19,0,81486,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A703-01A",0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,9022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5986,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-RW-A680-01A",0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41557,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A81I-01A",0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48823,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A70D-01A",0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77424,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QT-A5XO-01A",0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28903,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A6H5-01A",0,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-SR-A6MP-01A",0,179,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52167,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A70N-01A",0,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,8549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65339,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-RW-A68F-01A",0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5346,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-W2-A7HB-01A",0,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A70X-01A",0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9469,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-TT-A6YK-01A",0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34588,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QT-A5XK-01A",0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-P8-A5KC-01A",0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-WB-A820-01A",0,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-W2-A7H7-01A",0,1110,0,0,0,0,59,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,43,0,26309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193818,0,0,0,28,0,0,0,0,0,"PCPG"
"TCGA-TT-A6YN-01A",0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45311,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-S7-A7WO-01A",0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36349,0,0,0,0,0,0,0,0,0,"PCPG"
"TCGA-QR-A6ZZ-01A",0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52824,0,0,0,0,0,0,0,0,0,"PCPG"
