feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Viruses.o__Ligamenvirales.f__Rudiviridae.g__Rudivirus	Without_combined	MS2	0.56962740695234	0.0866811691589784	77	77	3.01863264885795e-07	2.63864333372457e-06
k__Viruses.f__Closteroviridae.g__Ampelovirus	Without_combined	MS2	0.568306416755802	0.0864359874370659	77	77	2.75549430253286e-07	2.63864333372457e-06
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Phietalikevirus	Without_combined	MS2	0.568645178221338	0.0873024068168511	77	77	3.12453952929598e-07	2.63864333372457e-06
k__Viruses.f__Papillomaviridae.g__Gammapapillomavirus	Without_combined	MS2	0.570343663267071	0.0850234368787995	77	75	2.60566788447372e-07	2.63864333372457e-06
k__Viruses.o__Herpesvirales.f__Malacoherpesviridae.g__Ostreavirus	Without_combined	MS2	0.792200620068356	0.114991186885605	77	6	4.37827389700673e-08	2.63864333372457e-06
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Sfi21dtunalikevirus	Without_combined	MS2	0.568030234853194	0.0875090125236749	77	77	3.12875691220292e-07	2.63864333372457e-06
k__Viruses.o__Tymovirales.f__Betaflexiviridae.g__Foveavirus	Without_combined	MS2	0.568794165382476	0.0869695035510123	77	77	3.01191702639618e-07	2.63864333372457e-06
k__Viruses.g__Bacilladnavirus	Without_combined	MS2	0.793688804117723	0.115790141849589	77	1	4.58924968562501e-08	2.63864333372457e-06
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Skunalikevirus	Without_combined	MS2	0.566451161309301	0.0862808810931088	77	77	2.48006714385161e-07	2.63864333372457e-06
k__Viruses.o__Tymovirales.f__Tymoviridae.g__Marafivirus	Without_combined	MS2	0.568139227797506	0.0859265946845922	77	12	2.56769877487114e-07	2.63864333372457e-06
k__Viruses.o__Caudovirales.f__Myoviridae.g__Phikzlikevirus	Without_combined	MS2	0.571611808917062	0.0850636176699975	77	77	2.79984323738077e-07	2.63864333372457e-06
k__Viruses.f__Orthomyxoviridae.g__Influenzavirus_C	Without_combined	MS2	0.568998665185898	0.0870332467411523	77	77	3.06391501271504e-07	2.63864333372457e-06
k__Viruses.o__Caudovirales.f__Podoviridae.g__Phi29likevirus	Without_combined	MS2	0.568877087636397	0.0869483534037083	77	77	3.01496642678796e-07	2.63864333372457e-06
k__Viruses.f__Tectiviridae.g__Tectivirus	Without_combined	MS2	0.569015903186539	0.0871880260688591	77	76	3.12756966611609e-07	2.63864333372457e-06
k__Viruses.f__Caulimoviridae.g__Cavemovirus	Without_combined	MS2	0.569136027178436	0.0870930904339337	77	77	3.10383166290783e-07	2.63864333372457e-06
k__Viruses.f__Anelloviridae.g__Betatorquevirus	Without_combined	MS2	0.568422638928905	0.0872278603731965	77	76	3.07593982544383e-07	2.63864333372457e-06
k__Viruses.f__Caulimoviridae.g__Caulimovirus	Without_combined	MS2	0.569000844198389	0.0871007434102818	77	77	3.09106831375924e-07	2.63864333372457e-06
k__Viruses.o__Caudovirales.f__Myoviridae.g__Pbunalikevirus	Without_combined	MS2	0.569349209981542	0.0868068860946242	77	77	3.02296431020171e-07	2.63864333372457e-06
k__Viruses.f__Reoviridae.g__Phytoreovirus	Without_combined	MS2	0.567919286620897	0.0872695751918875	77	76	3.01657691997192e-07	2.63864333372457e-06
k__Viruses.f__Bromoviridae.g__Alfamovirus	Without_combined	MS2	0.568917081923772	0.086974839634106	77	77	3.03143027092734e-07	2.63864333372457e-06
k__Viruses.o__Caudovirales.f__Podoviridae.g__Sp6likevirus	Without_combined	MS2	0.569576976715331	0.0859647682049875	77	77	2.76971035829073e-07	2.63864333372457e-06
k__Viruses.f__Sphaerolipoviridae.g__Gammasphaerolipovirus	Without_combined	MS2	0.569034771749043	0.0870996241646195	77	76	3.09504436821267e-07	2.63864333372457e-06
k__Viruses.f__Flaviviridae.g__Pegivirus	Without_combined	MS2	0.569017922320499	0.0870419957483077	77	77	3.0698318882485e-07	2.63864333372457e-06
k__Viruses.o__Mononegavirales.f__Rhabdoviridae.g__Vesiculovirus	Without_combined	MS2	0.570114812446634	0.0869852193577778	77	76	2.91076153946419e-07	2.63864333372457e-06
k__Viruses.o__Mononegavirales.f__Rhabdoviridae.g__Lyssavirus	Without_combined	MS2	0.56904024276836	0.0869299553784621	77	77	3.0305117582966e-07	2.63864333372457e-06
k__Viruses.f__Hepadnaviridae.g__Orthohepadnavirus	Without_combined	MS2	0.571091070784676	0.0822750684342393	77	71	2.2437438276638e-07	2.63864333372457e-06
k__Viruses.o__Tymovirales.f__Alphaflexiviridae.g__Allexivirus	Without_combined	MS2	0.568993577123712	0.086952510293904	77	77	3.03327937637912e-07	2.63864333372457e-06
k__Viruses.f__Parvoviridae.g__Ambidensovirus	Without_combined	MS2	0.569058187884866	0.0870134331673096	77	77	3.06484120999967e-07	2.63864333372457e-06
k__Viruses.o__Picornavirales.f__Secoviridae.g__Comovirus	Without_combined	MS2	0.569387622671463	0.0868810227749698	77	77	3.05897852495309e-07	2.63864333372457e-06
k__Viruses.g__Polemovirus	Without_combined	MS2	0.569054272905023	0.0871104839970405	77	77	3.09720532771457e-07	2.63864333372457e-06
k__Viruses.f__Leviviridae.g__Levivirus	Without_combined	MS2	0.569405792185871	0.0867630130805393	77	77	3.01838339788765e-07	2.63864333372457e-06
k__Viruses.o__Caudovirales.f__Podoviridae.g__Phieco32likevirus	Without_combined	MS2	0.569032420866483	0.0870540122021541	77	77	3.07775148913206e-07	2.63864333372457e-06
k__Viruses.f__Reoviridae.g__Aquareovirus	Without_combined	MS2	0.569103448100317	0.0870429306293482	77	77	3.07324695566581e-07	2.63864333372457e-06
k__Viruses.f__Bromoviridae.g__Ilarvirus	Without_combined	MS2	0.569644084308073	0.0870071807595886	77	77	2.84198438003498e-07	2.63864333372457e-06
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Phic3unalikevirus	Without_combined	MS2	0.568998066908654	0.0870595065551307	77	77	3.07465282710748e-07	2.63864333372457e-06
k__Viruses.f__Narnaviridae.g__Narnavirus	Without_combined	MS2	0.567771608414373	0.0871295464951803	77	77	2.94350717239034e-07	2.63864333372457e-06
k__Viruses.f__Totiviridae.g__Totivirus	Without_combined	MS2	0.568993524481096	0.0870407722229919	77	77	3.06721549154412e-07	2.63864333372457e-06
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Chilikevirus	Without_combined	MS2	0.568421788116819	0.0870556012626262	77	77	2.99539483460531e-07	2.63864333372457e-06
k__Viruses.f__Potyviridae.g__Tritimovirus	Without_combined	MS2	0.568978015702071	0.08704558602842	77	77	3.06700626592701e-07	2.63864333372457e-06
k__Viroids.f__Pospiviroidae.g__Coleviroid	Without_combined	MS2	0.568991676115207	0.0870083337420987	77	77	3.05494110499975e-07	2.63864333372457e-06
k__Viruses.f__Papillomaviridae.g__Dyopipapillomavirus	Without_combined	MS2	0.568970562270757	0.0869915072087545	77	77	3.04456657147278e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Siccibacter	Without_combined	MS2	0.566603342223448	0.0835553881663877	77	75	1.81672258942031e-07	2.63864333372457e-06
k__Bacteria.p__Cyanobacteria.o__Chroococcales.g__Neosynechococcus	Without_combined	MS2	0.566415701153457	0.0849630333247897	77	76	2.09735801622845e-07	2.63864333372457e-06
k__Bacteria.p__Cyanobacteria.o__Nostocales.f__Nostocaceae.g__Dolichospermum	Without_combined	MS2	0.564815515010531	0.0861723430235263	77	4	2.29654723607099e-07	2.63864333372457e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Altibacter	Without_combined	MS2	0.568564261268693	0.0856012313298819	77	43	2.5250133164186e-07	2.63864333372457e-06
k__Archaea.p__Euryarchaeota.c__Thermoplasmata.o__Methanomassiliicoccales.f__Methanomassiliicoccaceae.g__Candidatus_Methanomethylophilus	Without_combined	MS2	0.568252956362866	0.0861119159195458	77	76	2.64473346899784e-07	2.63864333372457e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Haloarcula	Without_combined	MS2	0.566336345151532	0.0891573022135219	77	75	3.23865549971355e-07	2.63864333372457e-06
k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Cyclobacteriaceae.g__Nitritalea	Without_combined	MS2	0.569484027117722	0.0833045405873664	77	75	2.13199303518618e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Mangrovibacter	Without_combined	MS2	0.569532163835403	0.0853425751329111	77	77	2.57868646335944e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae.g__Thalassotalea	Without_combined	MS2	0.571504063568049	0.0808317093105744	77	71	2.31726847960859e-07	2.63864333372457e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter	Without_combined	MS2	0.570026971828167	0.0846212890577147	77	75	2.46213527851534e-07	2.63864333372457e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Natronomonas	Without_combined	MS2	0.565677687706259	0.0877157053901824	77	77	2.81330709290263e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfospira	Without_combined	MS2	0.569257602559836	0.0852016871337918	77	70	2.50685881591962e-07	2.63864333372457e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Arenitalea	Without_combined	MS2	0.5660692136369	0.0845982130984425	77	26	1.96938480272985e-07	2.63864333372457e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Thermoactinomycetaceae.g__Shimazuella	Without_combined	MS2	0.566778208726288	0.0849658367646355	77	59	2.1362665913947e-07	2.63864333372457e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Gaetbulibacter	Without_combined	MS2	0.570134512207511	0.0857914814571421	77	50	2.79254874835051e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Basilea	Without_combined	MS2	0.564727227450721	0.0852706449511464	77	77	2.00717274515573e-07	2.63864333372457e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Alicyclobacillaceae.g__Effusibacillus	Without_combined	MS2	0.565402158893672	0.0855944472841872	77	75	2.15920352194533e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Chromobacteriaceae.g__Chitinibacter	Without_combined	MS2	0.563687334801185	0.0849510157438794	77	64	1.79505331709089e-07	2.63864333372457e-06
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanoregulaceae.g__Methanolinea	Without_combined	MS2	0.566812406860328	0.0875602272960303	77	76	3.00555779111131e-07	2.63864333372457e-06
k__Bacteria.p__Cyanobacteria.o__Pleurocapsales.g__Myxosarcina	Without_combined	MS2	0.570882592553404	0.0843737279875965	77	53	2.52604753693999e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Gayadomonas	Without_combined	MS2	0.566229200002062	0.0855511345461304	77	65	2.23204074272245e-07	2.63864333372457e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Jeotgalibacillus	Without_combined	MS2	0.566620486924648	0.0868938562375303	77	7	2.72449850068288e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Zymobacter	Without_combined	MS2	0.571671898328428	0.0796814264708222	77	77	2.62421464752386e-07	2.63864333372457e-06
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Paeniglutamicibacter	Without_combined	MS2	0.56770953846741	0.0832399640288854	77	77	1.89539007446437e-07	2.63864333372457e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Halobellus	Without_combined	MS2	0.56487400551373	0.0863078126740339	77	77	2.17190000660622e-07	2.63864333372457e-06
k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Cyclobacteriaceae.g__Cyclobacterium	Without_combined	MS2	0.572601293057875	0.0803262604837296	77	1	2.62023126726473e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Gallionellales.f__Gallionellaceae.g__Sideroxydans	Without_combined	MS2	0.568098324847889	0.0811388455906931	77	25	1.77281235343616e-07	2.63864333372457e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Sediminibacillus	Without_combined	MS2	0.569301665919291	0.0867512924461268	77	75	2.99939892018357e-07	2.63864333372457e-06
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanohalobium	Without_combined	MS2	0.569031880624354	0.0863221690976192	77	68	2.81180155498389e-07	2.63864333372457e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Robiginitalea	Without_combined	MS2	0.564137044164788	0.0854791262442508	77	77	2.01158687100354e-07	2.63864333372457e-06
k__Bacteria.p__Thermodesulfobacteria.c__Thermodesulfobacteria.o__Thermodesulfobacteriales.f__Thermodesulfobacteriaceae.g__Caldimicrobium	Without_combined	MS2	0.570089210266412	0.0836012486767916	77	16	2.26355077507516e-07	2.63864333372457e-06
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Actinopolymorpha	Without_combined	MS2	0.566569338844947	0.0819226408342067	77	28	1.60560904228704e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhodobiaceae.g__Candidatus_Phaeomarinobacter	Without_combined	MS2	0.562949483225924	0.0837442999744816	77	76	1.41583007657355e-07	2.63864333372457e-06
k__Bacteria.p__Acidobacteria.c__Acidobacteriia.o__Acidobacteriales.f__Acidobacteriaceae.g__Candidatus_Koribacter	Without_combined	MS2	0.568276737880917	0.0833730647761399	77	77	1.98710413861289e-07	2.63864333372457e-06
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Dermabacteraceae.g__Helcobacillus	Without_combined	MS2	0.565389300883289	0.0847921374289869	77	77	1.64743132581182e-07	2.63864333372457e-06
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Centipeda	Without_combined	MS2	0.575662827598185	0.0818864925957853	77	71	3.19174853666662e-07	2.63864333372457e-06
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptosporangiales.f__Nocardiopsaceae.g__Allosalinactinospora	Without_combined	MS2	0.56631683946914	0.0861929174754833	77	77	2.09620059840129e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ponticoccus	Without_combined	MS2	0.562350599791481	0.0817377054961432	77	28	1.1652528803843e-07	2.63864333372457e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Halogranum	Without_combined	MS2	0.566818760960885	0.0870350302083093	77	77	2.79430966652686e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Nautiliales.f__Nautiliaceae.g__Nautilia	Without_combined	MS2	0.571989506660406	0.0852258622584858	77	5	2.90071817332577e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Obesumbacterium	Without_combined	MS2	0.570926439874766	0.0806707711425728	77	77	2.23406293216137e-07	2.63864333372457e-06
k__Bacteria.p__Aquificae.c__Aquificae.o__Desulfurobacteriales.f__Desulfurobacteriaceae.g__Thermovibrio	Without_combined	MS2	0.57089863667421	0.084849132971137	77	77	2.64047554748106e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Aliiroseovarius	Without_combined	MS2	0.567625544642759	0.0866008185457475	77	75	2.23101164155305e-07	2.63864333372457e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halobacterium	Without_combined	MS2	0.56872726502628	0.0879404297158047	77	76	2.69685610037482e-07	2.63864333372457e-06
k__Bacteria.p__Aquificae.c__Aquificae.o__Aquificales.g__Thermosulfidibacter	Without_combined	MS2	0.57152297775171	0.0804860875209098	77	76	2.36872439780104e-07	2.63864333372457e-06
k__Bacteria.p__Cyanobacteria.o__Stigonematales.g__Mastigocladopsis	Without_combined	MS2	0.572958691070727	0.0802633422893423	77	7	2.71949436724096e-07	2.63864333372457e-06
k__Archaea.p__Thaumarchaeota.o__Nitrosopumilales.f__Nitrosopumilaceae.g__Candidatus_Nitrosoarchaeum	Without_combined	MS2	0.565210280743191	0.0867346289194885	77	67	2.51525975898217e-07	2.63864333372457e-06
k__Bacteria.p__Thermotogae.c__Thermotogae.o__Mesoaciditogales.f__Mesoaciditogaceae.g__Mesoaciditoga	Without_combined	MS2	0.568639372102886	0.0817120063408628	77	75	1.85695896420577e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Helicobacteraceae.g__Wolinella	Without_combined	MS2	0.570953672922376	0.0868036439298025	77	76	2.2703187055349e-07	2.63864333372457e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Natrialbales.f__Natrialbaceae.g__Halopiger	Without_combined	MS2	0.574059189054289	0.0888646055364025	77	76	2.91560159018752e-07	2.63864333372457e-06
k__Archaea.p__Thaumarchaeota.o__Nitrosopumilales.f__Nitrosopumilaceae.g__Nitrosopumilus	Without_combined	MS2	0.568684970786112	0.0868980055378838	77	41	2.33411798310695e-07	2.63864333372457e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Marinococcus	Without_combined	MS2	0.568387879622875	0.0859082143593092	77	77	2.59406541181385e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfobacula	Without_combined	MS2	0.569158622333252	0.0838458455104135	77	7	2.18263585496143e-07	2.63864333372457e-06
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanoculleus	Without_combined	MS2	0.568213538167076	0.0873760614382944	77	77	3.09752582629574e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Spongiibacteraceae.g__Dasania	Without_combined	MS2	0.570644005194048	0.0802985368263509	77	68	2.24104475294718e-07	2.63864333372457e-06
k__Bacteria.p__Aquificae.c__Aquificae.o__Aquificales.f__Aquificaceae.g__Aquifex	Without_combined	MS2	0.56953249058366	0.0852477210912151	77	75	2.55264836527514e-07	2.63864333372457e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__Thermincola	Without_combined	MS2	0.574908414534895	0.0839084572733626	77	75	1.53257843059559e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae.g__Thalassomonas	Without_combined	MS2	0.565692679612783	0.0889265684692477	77	77	3.26543570754033e-07	2.63864333372457e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Shuttleworthia	Without_combined	MS2	0.572648646083029	0.0812435979515819	77	28	2.48900390446729e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Methylophilales.f__Methylophilaceae.g__Methylovorus	Without_combined	MS2	0.572085694208409	0.0861444817777636	77	75	2.03693341695025e-07	2.63864333372457e-06
k__Bacteria.p__Chloroflexi.c__Thermomicrobia.o__Thermomicrobiales.f__Thermomicrobiaceae.g__Thermomicrobium	Without_combined	MS2	0.568764757047103	0.0854444793856996	77	77	2.50575721227518e-07	2.63864333372457e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Halogeometricum	Without_combined	MS2	0.562814972190189	0.0836867246445176	77	77	1.45486489088961e-07	2.63864333372457e-06
k__Bacteria.p__Aquificae.c__Aquificae.o__Aquificales.f__Aquificaceae.g__Thermocrinis	Without_combined	MS2	0.564219533787108	0.086965606507905	77	58	2.4728520780137e-07	2.63864333372457e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Ectothiorhodospiraceae.g__Arhodomonas	Without_combined	MS2	0.969828966609533	0.13754000272519	77	3	3.43553953047812e-08	2.63864333372457e-06
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanofollis	Without_combined	MS2	0.568970337625003	0.0869840684384527	77	77	3.04394577677962e-07	2.63864333372457e-06
